"CityID","DescriptionE","DescriptionF","ProvinceStateID","CountryID","LastUpdate"
1,Waterloo,Waterloo,9,1,"2004-09-15 12:35:03"
2,Waterford,Waterford,9,1,"2004-09-15 12:51:02"
3,Brampton,Brampton,9,1,"2004-09-15 12:51:06"
4,Mississauga,Mississauga,9,1,"2004-09-15 12:51:07"
5,Freelton,Freelton,9,1,"2004-09-15 12:51:08"
6,Markham,Markham,9,1,"2004-09-15 12:51:09"
7,Burlington,Burlington,9,1,"2004-09-15 12:51:10"
8,Toronto,Toronto,9,1,"2004-09-15 12:51:11"
9,Guelph,Guelph,9,1,"2004-09-15 12:51:11"
10,St-Jean-Richelieu,St-Jean-Richelieu,11,1,"2004-09-15 12:51:12"
11,Pickering,Pickering,9,1,"2004-09-15 12:51:13"
12,London,London,9,1,"2004-09-15 12:51:14"
13,Ajax,Ajax,9,1,"2004-09-15 12:51:15"
14,Don Mills,Don Mills,9,1,"2004-09-15 12:51:32"
15,St-Eustache,St-Eustache,11,1,"2004-09-15 12:51:33"
16,St. Laurent,St. Laurent,11,1,"2004-09-15 12:53:29"
17,Montréal-Nord,Montréal-Nord,11,1,"2004-09-15 12:53:32"
18,Ile Perrot,Ile Perrot,11,1,"2004-09-15 12:53:33"
19,Rimouski,Rimouski,11,1,"2004-09-15 12:53:34"
20,St-Laurent,St-Laurent,11,1,"2004-09-15 12:53:36"
21,Laval,Laval,11,1,"2004-09-15 12:53:37"
22,Mercier,Mercier,11,1,"2004-09-15 12:53:38"
23,Auteuil,Auteuil,11,1,"2004-09-15 12:53:39"
25,Burnaby,Burnaby,2,1,"2004-09-15 12:56:21"
26,Maple Ridge,Maple Ridge,2,1,"2004-09-15 12:57:22"
27,Delta,Delta,2,1,"2004-09-15 12:57:24"
28,Langley,Langley,2,1,"2004-09-15 12:57:24"
29,Vancouver,Vancouver,2,1,"2004-09-15 12:57:26"
30,Atlanta,Atlanta,25,2,"2004-09-15 12:57:28"
31,Edmonton,Edmonton,1,1,"2004-09-15 12:58:28"
32,Calgary,Calgary,1,1,"2004-09-15 12:58:46"
33,Winnipeg,Winnipeg,3,1,"2004-09-15 12:58:48"
34,Halifax,Halifax,6,1,"2004-09-15 12:59:47"
35,Cornerbrook,Cornerbrook,5,1,"2004-09-15 13:00:02"
36,Frazer,Frazer,40,2,"2004-09-15 13:00:24"
37,Pittsburgh,Pittsburgh,40,2,"2004-09-15 13:03:14"
38,"Head of Chezzetcook, Halifax County","Head of Chezzetcook, Halifax County",6,1,"2004-09-15 22:56:23"
58,"St-Ludger, Beauce","St-Ludger, Beauce",11,1,"2005-09-26 10:31:31"
59,Peterborough,Peterborough,9,1,"2005-09-26 10:34:48"
60,Montreal,Montréal,11,1,"2005-09-26 10:38:30"
61,St. Damien,St. Damien,11,1,"2005-09-26 10:44:33"
62,St-Clet,St-Clet,11,1,"2005-09-26 11:01:02"
63,Dorval,Dorval,11,1,"2005-09-26 11:04:31"
64,Shawinigan-Sud,Shawinigan-Sud,11,1,"2005-09-26 11:12:21"
66,"Ste-Clotilde, Beauce,","Ste-Clotilde, Beauce,",11,1,"2005-09-26 11:20:57"
67,Marieville,Marieville,11,1,"2005-09-26 11:28:20"
68,Henderson,Henderson,20,2,"2005-09-26 11:52:20"
71,Ottawa,Ottawa,9,1,"2005-09-27 14:43:28"
72,Meriden,Meriden,30,2,"2005-09-27 15:06:54"
73,Bamber Bridae,Bamber Bridae,,5,"2005-09-27 15:58:20"
74,Wood Dale,Wood Dale,28,2,"2005-09-27 16:56:12"
75,E. Orange,E. Orange,55,2,"2005-09-27 17:41:57"
76,Rexdale,Rexdale,9,1,"2005-09-27 18:39:04"
77,Union,Union,50,2,"2005-09-27 18:50:12"
78,Longueuil,Longueuil,11,1,"2005-09-27 19:23:35"
79,Magog,Magog,11,1,"2005-09-27 19:45:26"
80,Vernon,Vernon,2,1,"2005-09-28 23:57:54"
81,Rawdon,Rawdon,11,1,"2005-09-29 00:02:50"
82,Brandon,Brandon,3,1,"2005-09-29 00:05:32"
83,Agincourt,Agincourt,9,1,"2005-09-29 00:46:39"
84,Alma,Alma,11,1,"2005-09-29 00:48:53"
85,Amherst,Amherst,6,1,"2005-09-29 00:49:34"
86,Amherstburg,Amherstburg,9,1,"2005-09-29 00:50:07"
87,Ancaster,Ancaster,9,1,"2005-09-29 00:50:17"
88,Anjou,Anjou,11,1,"2005-09-29 00:50:42"
89,Aurora,Aurora,9,1,"2005-09-29 00:50:52"
90,Baie Comeau,Baie Comeau,11,1,"2005-09-29 00:51:31"
91,Baie D'Urfe,Baie D'Urfe,11,1,"2005-09-29 00:51:43"
92,Barrie,Barrie,9,1,"2005-09-29 00:52:24"
93,Bedford,Bedford,6,1,"2005-09-29 00:53:00"
94,Belleville,Belleville,9,1,"2005-09-29 00:53:26"
95,Bobcaygeon,Bobcaygeon,11,1,"2005-09-29 00:53:43"
96,Bolton,Bolton,9,1,"2005-09-29 00:54:03"
97,Boucherville,Boucherville,11,1,"2005-09-29 00:54:23"
98,Bradford,Bradford,9,1,"2005-09-29 00:54:32"
99,Bramalea,Bramalea,9,1,"2005-09-29 00:54:52"
100,Brantford,Brantford,9,1,"2005-09-29 00:55:18"
101,Brockville,Brockville,9,1,"2005-09-29 00:55:48"
103,Caledon,Caledon,9,1,"2005-09-29 00:56:38"
104,Cambridge,Cambridge,9,1,"2005-09-29 00:57:00"
105,Candiac,Candiac,11,1,"2005-09-29 00:57:10"
106,Cap-de-la-Madeleine,Cap-de-la-Madeleine,11,1,"2005-09-29 00:57:20"
107,Chicoutimi,Chicoutimi,11,1,"2005-09-29 00:57:37"
108,Cobourg,Cobourg,9,1,"2005-09-29 00:57:54"
109,Collingwood,Collingwood,9,1,"2005-09-29 00:58:21"
110,Concord,Concord,9,1,"2005-09-29 00:58:37"
111,Coquitlam,Coquitlam,2,1,"2005-09-29 00:58:58"
113,Cornwall,Cornwall,9,1,"2005-09-29 00:59:22"
114,Dartmouth,Dartmouth,6,1,"2005-09-29 00:59:42"
115,Delhi,Delhi,9,1,"2005-09-29 00:59:57"
116,Dollard-des-Ormeaux,Dollard-des-Ormeaux,11,1,"2005-09-29 01:00:13"
119,Douglas,Douglas,4,1,"2005-09-29 01:00:59"
120,Downsview,Downsview,9,1,"2005-09-29 01:01:20"
121,Drummondville,Drummondville,11,1,"2005-09-29 01:01:30"
122,Dundas,Dundas,9,1,"2005-09-29 01:01:46"
123,Durham Sud,Durham Sud,11,1,"2005-09-29 01:01:54"
124,Emeryville,Emeryville,9,1,"2005-09-29 01:02:09"
125,Etobicoke,Etobicoke,9,1,"2005-09-29 01:02:30"
126,Faberville,Faberville,11,1,"2005-09-29 01:02:44"
127,Fergus,Fergus,9,1,"2005-09-29 01:02:54"
128,Fort Saskatchewan,Fort Saskatchewan,1,1,"2005-09-29 01:03:09"
129,Fredericton,Fredericton,4,1,"2005-09-29 01:03:17"
131,Gananoque,Gananoque,11,1,"2005-09-29 01:03:54"
132,Gatineau,Gatineau,11,1,"2005-09-29 01:04:09"
133,Gimli,Gimli,3,1,"2005-09-29 01:04:15"
134,Grimsby,Grimsby,9,1,"2005-09-29 01:04:28"
137,Hamilton,Hamilton,9,1,"2005-09-29 01:05:08"
138,Harrow,Harrow,9,1,"2005-09-29 01:05:39"
139,Hay River,Hay River,7,1,"2005-09-29 01:05:46"
140,Hillsburg,Hillsburg,9,1,"2005-09-29 01:06:15"
141,Ilderton,Ilderton,9,1,"2005-09-29 01:06:23"
142,Kamloops,Kamloops,2,1,"2005-09-29 01:06:39"
143,Kelowna,Kelowna,2,1,"2005-09-29 01:06:58"
144,Kingston,Kingston,9,1,"2005-09-29 01:07:11"
145,Kirkland,Kirkland,11,1,"2005-09-29 01:07:19"
147,La Prairie,La Prairie,11,1,"2005-09-29 01:07:52"
148,Lachine,Lachine,11,1,"2005-09-29 01:08:09"
150,Leamington,Leamington,9,1,"2005-09-29 01:08:31"
151,Les Cedres,Les Cedres,11,1,"2005-09-29 01:08:41"
152,Les Saules,Les Saules,11,1,"2005-09-29 01:08:56"
153,Lethbridge,Lethbridge,1,1,"2005-09-29 01:09:02"
154,Lindsay,Lindsay,9,1,"2005-09-29 01:09:46"
157,Louiseville,Louiseville,11,1,"2005-09-29 01:10:19"
158,Mansonville,Mansonville,11,1,"2005-09-29 01:10:30"
160,Medicine Hat,Medicine Hat,1,1,"2005-09-29 01:11:04"
161,Milton,Milton,9,1,"2005-09-29 01:11:11"
162,Mission,Mission,2,1,"2005-09-29 01:11:38"
164,Moncton,Moncton,4,1,"2005-09-29 01:12:04"
165,Moose Jaw,Moose Jaw,12,1,"2005-09-29 01:12:10"
166,New Glasgow,New Glasgow,10,1,"2005-09-29 01:12:30"
167,New Westminster,New Westminster,2,1,"2005-09-29 01:12:38"
168,Newmarket,Newmarket,9,1,"2005-09-29 01:13:01"
169,Niagara Falls,Niagara Falls,9,1,"2005-09-29 01:13:12"
170,Nisku,Nisku,1,1,"2005-09-29 01:13:26"
171,North Hatley,North Hatley,11,1,"2005-09-29 01:13:36"
172,North Vancouver,North Vancouver,2,1,"2005-09-29 01:13:53"
173,North York,North York,9,1,"2005-09-29 01:14:00"
174,Oakbank,Oakbank,3,1,"2005-09-29 01:14:14"
175,Oakville,Oakville,9,1,"2005-09-29 01:14:27"
176,Orangeville,Orangeville,9,1,"2005-09-29 01:14:49"
177,Orillia,Orillia,9,1,"2005-09-29 01:14:57"
178,Oromocto,Oromocto,4,1,"2005-09-29 01:15:15"
179,Oshawa,Oshawa,9,1,"2005-09-29 01:15:22"
180,Osoyoos,Osoyoos,2,1,"2005-09-29 01:15:41"
181,Parksville,Parksville,2,1,"2005-09-29 01:15:47"
184,Pierrefonds,Pierrefonds,11,1,"2005-09-29 01:16:59"
185,Plessisville,Plessisville,11,1,"2005-09-29 01:17:04"
186,Pointe Aux Trembles,Pointe Aux Trembles,11,1,"2005-09-29 01:17:18"
187,Pointe-Claire,Pointe-Claire,11,1,"2005-09-29 01:17:24"
188,Port Colborne,Port Colborne,11,1,"2005-09-29 01:17:38"
189,Port Coquitlam,Port Coquitlam,2,1,"2005-09-29 01:17:43"
190,Prevost,Prevost,11,1,"2005-09-29 01:17:56"
191,Princeville,Princeville,11,1,"2005-09-29 01:18:07"
192,Qualicum Beach,Qualicum Beach,2,1,"2005-09-29 01:18:52"
193,Regina,Regina,12,1,"2005-09-29 01:18:57"
194,Repentigny,Repentigny,11,1,"2005-09-29 01:19:12"
195,Richibucto,Richibucto,4,1,"2005-09-29 01:19:20"
196,Richmond,Richmond,2,1,"2005-09-29 01:19:34"
197,Richmond Hill,Richmond Hill,9,1,"2005-09-29 01:20:04"
199,Riviere-Des-Prairies,Riviere-Des-Prairies,11,1,"2005-09-29 01:20:25"
200,Riviere-du-Loup,Riviere-du-Loup,11,1,"2005-09-29 01:20:36"
201,Saint John,Saint John,4,1,"2005-09-29 01:20:41"
202,Saint-Georges,Saint-Georges,11,1,"2005-09-29 01:20:57"
203,Saint-Lambert,Saint-Lambert,11,1,"2005-09-29 01:21:09"
204,Saint-Nicolas,Saint-Nicolas,11,1,"2005-09-29 01:21:23"
205,Saint-Vincent de Paul,Saint-Vincent de Paul,11,1,"2005-09-29 01:21:29"
206,Sarnia,Sarnia,9,1,"2005-09-29 01:21:49"
207,Saskatoon,Saskatoon,12,1,"2005-09-29 01:21:56"
208,Scarborough,Scarborough,9,1,"2005-09-29 01:22:08"
209,Sept-Iles,Sept-Iles,11,1,"2005-09-29 01:22:13"
210,Shawinigan,Shawinigan,11,1,"2005-09-29 01:22:46"
211,Sherbrooke,Sherbrooke,11,1,"2005-09-29 01:22:51"
212,Spruce Grove,Spruce Grove,1,1,"2005-09-29 01:23:02"
213,St Simon de Bagot,St Simon de Bagot,11,1,"2005-09-29 01:23:10"
214,St. Agathe,St. Agathe,3,1,"2005-09-29 01:23:29"
215,St. Albert,St. Albert,1,1,"2005-09-29 01:26:34"
216,St. Damien,St. Damien,11,1,"2005-09-29 01:26:47"
217,St. Georges de Beauce,St. Georges de Beauce,11,1,"2005-09-29 01:26:55"
219,Stanstead,Stanstead,11,1,"2005-09-29 01:27:11"
220,St-Césaire,St-Césaire,11,1,"2005-09-29 01:27:25"
221,St-Constant,St-Constant,11,1,"2005-09-29 01:27:29"
222,Ste-Agathe Sud,Ste-Agathe Sud,11,1,"2005-09-29 01:27:43"
223,Ste-Julie,Ste-Julie,11,1,"2005-09-29 01:27:49"
224,Ste-Julie de Verchéres,Ste-Julie de Verchéres,11,1,"2005-09-29 01:28:02"
225,Stellarton,Stellarton,6,1,"2005-09-29 01:28:06"
226,Ste-Marthe-Sur-Le-Lac,Ste-Marthe-Sur-Le-Lac,11,1,"2005-09-29 01:28:20"
227,Ste-Rosalie,Ste-Rosalie,11,1,"2005-09-29 01:29:58"
228,St-Felicien,St-Felicien,11,1,"2005-09-29 01:30:13"
229,St-Hubert,St-Hubert,11,1,"2005-09-29 01:30:24"
230,Stony Plain,Stony Plain,1,1,"2005-09-29 01:30:35"
231,Stratford,Stratford,9,1,"2005-09-29 01:30:57"
232,Streetsville,Streetsville,9,1,"2005-09-29 01:31:11"
233,Sudbury,Sudbury,9,1,"2005-09-29 01:31:17"
234,Surrey,Surrey,2,1,"2005-09-29 01:31:30"
235,Sydney,Sydney,6,1,"2005-09-29 01:31:41"
236,Tecumseh,Tecumseh,9,1,"2005-09-29 01:31:55"
237,Terrebonne,Terrebonne,11,1,"2005-09-29 01:32:02"
238,Thetford Mines,Thetford Mines,11,1,"2005-09-29 01:32:20"
239,Thornhill,Thornhill,9,1,"2005-09-29 01:32:38"
240,Thunder Bay,Thunder Bay,9,1,"2005-09-29 01:32:52"
241,Tracadie,Tracadie,4,1,"2005-09-29 01:33:05"
242,Trois-Pistoles,Trois-Pistoles,11,1,"2005-09-29 01:33:20"
243,Trois-Riviéres,Trois-Riviéres,11,1,"2005-09-29 01:33:27"
244,Val D'or,Val D'or,11,1,"2005-09-29 01:33:39"
245,Valleyfield,Valleyfield,11,1,"2005-09-29 01:35:23"
246,Victoria,Victoria,2,1,"2005-09-29 01:35:34"
247,Victoriaville,Victoriaville,11,1,"2005-09-29 01:35:43"
248,West Vancouver,West Vancouver,2,1,"2005-09-29 01:35:59"
249,Weston,Weston,9,1,"2005-09-29 01:36:21"
250,Whitehorse,Whitehorse,13,1,"2005-09-29 01:36:42"
251,Williams Lake,Williams Lake,2,1,"2005-09-29 01:37:21"
252,Windsor,Windsor,9,1,"2005-09-29 01:37:59"
253,Winfield,Winfield,2,1,"2005-09-29 01:38:10"
255,Woodalee,Woodalee,9,1,"2005-09-29 01:38:33"
256,Woodstock,Woodstock,9,1,"2005-09-29 01:38:55"
257,Phoenix,Phoenix,17,2,"2005-09-29 01:50:13"
258,Scottsdale,Scottsdale,17,2,"2005-09-29 01:51:27"
259,City of Industry,City of Industry,19,2,"2005-09-29 01:51:41"
260,Vista,Vista,19,2,"2005-09-29 01:52:36"
261,Penn Valley,Penn Valley,19,2,"2005-09-29 01:52:42"
262,Sacramento,Sacramento,19,2,"2005-09-29 01:52:55"
263,Hawthorne,Hawthorne,19,2,"2005-09-29 01:53:01"
264,Richmond,Richmond,19,2,"2005-09-29 01:53:17"
265,San Francisco,San Francisco,19,2,"2005-09-29 01:53:24"
266,San Ramon,San Ramon,19,2,"2005-09-29 01:53:36"
267,Norco,Norco,19,2,"2005-09-29 01:53:42"
268,Costa Mesa,Costa Mesa,19,2,"2005-09-29 01:54:00"
269,Henderson,Henderson,20,2,"2005-09-29 01:54:07"
270,Commerce City,Commerce City,20,2,"2005-09-29 01:55:00"
271,Englewood,Englewood,20,2,"2005-09-29 01:55:05"
272,Delta,Delta,20,2,"2005-09-29 01:55:16"
273,Stamford,Stamford,21,2,"2005-09-29 01:55:59"
274,Washington,Washington,22,2,"2005-09-29 01:59:46"
275,Glasgow,Glasgow,23,2,"2005-09-29 01:59:51"
276,Neptune Beach,Neptune Beach,24,2,"2005-09-29 02:00:03"
277,Boca Raton,Boca Raton,24,2,"2005-09-29 02:00:10"
278,Clearwater,Clearwater,24,2,"2005-09-29 02:00:25"
279,Sarasota,Sarasota,24,2,"2005-09-29 02:02:24"
280,Ocala,Ocala,24,2,"2005-09-29 02:02:39"
281,Atlanta,Atlanta,25,2,"2005-09-29 02:02:44"
282,Marietta,Marietta,25,2,"2005-09-29 02:03:37"
283,Fayetteville,Fayetteville,25,2,"2005-09-29 02:03:43"
284,Lawrence,Lawrence,25,2,"2005-09-29 02:03:58"
285,Warner Robbins,Warner Robbins,25,2,"2005-09-29 02:04:06"
286,Buford,Buford,25,2,"2005-09-29 02:04:20"
287,Decatur,Decatur,25,2,"2005-09-29 02:05:15"
288,Fairburn,Fairburn,25,2,"2005-09-29 02:05:29"
289,Tucker,Tucker,25,2,"2005-09-29 02:05:36"
290,Plainfield,Plainfield,28,2,"2005-09-29 02:05:49"
291,Bellwood,Bellwood,28,2,"2005-09-29 02:07:11"
292,Des Plaines,Des Plaines,28,2,"2005-09-29 02:07:25"
293,Elk Grove Village,Elk Grove Village,28,2,"2005-09-29 02:07:30"
294,Northlake,Northlake,28,2,"2005-09-29 02:07:43"
295,St. Charles,St. Charles,28,2,"2005-09-29 02:08:09"
296,Skokie,Skokie,28,2,"2005-09-29 02:08:24"
297,Zion,Zion,28,2,"2005-09-29 02:08:28"
298,Morton Grove,Morton Grove,28,2,"2005-09-29 02:08:42"
299,Bedford Park,Bedford Park,28,2,"2005-09-29 02:08:47"
300,Danville,Danville,28,2,"2005-09-29 02:09:42"
301,Niles,Niles,28,2,"2005-09-29 02:09:55"
302,Northfield,Northfield,28,2,"2005-09-29 02:10:13"
303,Waukegan,Waukegan,28,2,"2005-09-29 02:10:19"
304,Downers Grove,Downers Grove,28,2,"2005-09-29 02:10:33"
305,Belleville,Belleville,28,2,"2005-09-29 02:10:38"
306,Franklin Park,Franklin Park,28,2,"2005-09-29 02:10:52"
307,Quincy,Quincy,28,2,"2005-09-29 02:10:59"
308,Chicago,Chicago,28,2,"2005-09-29 02:11:32"
309,Winfield,Winfield,28,2,"2005-09-29 02:11:41"
310,Lombard,Lombard,28,2,"2005-09-29 02:11:52"
311,Madison,Madison,29,2,"2005-09-29 02:12:00"
312,Jeffersonville,Jeffersonville,29,2,"2005-09-29 02:13:49"
313,Indianapolis,Indianapolis,29,2,"2005-09-29 02:13:54"
314,Fort Wayne,Fort Wayne,29,2,"2005-09-29 02:14:08"
315,Michigan City,Michigan City,29,2,"2005-09-29 02:14:21"
316,Wichita,Wichita,30,2,"2005-09-29 02:14:33"
317,Gretna,Gretna,32,2,"2005-09-29 02:15:02"
318,Shreveport,Shreveport,32,2,"2005-09-29 02:15:55"
319,Detroit,Detroit,46,2,"2005-09-29 02:16:11"
320,Wyandotte,Wyandotte,46,2,"2005-09-29 02:16:40"
321,Troy,Troy,46,2,"2005-09-29 02:16:59"
322,Grand Rapids,Grand Rapids,46,2,"2005-09-29 02:17:08"
323,St. Paul,St. Paul,47,2,"2005-09-29 02:17:23"
324,Shoreview,Shoreview,47,2,"2005-09-29 02:17:40"
325,Minneapolis,Minneapolis,47,2,"2005-09-29 02:17:59"
326,The Woodlands,The Woodlands,67,2,"2005-09-29 02:18:10"
327,Dallas,Dallas,67,2,"2005-09-29 02:22:09"
328,San Antonio,San Antonio,67,2,"2005-09-29 02:22:30"
329,Lancaster,Lancaster,67,2,"2005-09-29 02:23:38"
330,Round Rock,Round Rock,67,2,"2005-09-29 02:23:53"
331,Brownsville,Brownsville,67,2,"2005-09-29 02:23:59"
332,Irving,Irving,67,2,"2005-09-29 02:24:12"
333,Fort Worth,Fort Worth,67,2,"2005-09-29 02:24:18"
334,Houston,Houston,67,2,"2005-09-29 02:24:29"
335,Humble,Humble,67,2,"2005-09-29 02:24:41"
336,Yaphank,Yaphank,57,2,"2005-09-29 02:24:54"
337,Tyler,Tyler,67,2,"2005-09-29 02:25:01"
338,Rockwall,Rockwall,67,2,"2005-09-29 02:25:19"
339,Salt Lake City,Salt Lake City,68,2,"2005-09-29 02:25:27"
340,Bellingham,Bellingham,71,2,"2005-09-29 02:25:52"
341,Olympia,Olympia,71,2,"2005-09-29 02:26:11"
342,Bellevue,Bellevue,71,2,"2005-09-29 02:26:35"
343,Kirkland,Kirkland,71,2,"2005-09-29 02:26:40"
344,Seattle,Seattle,71,2,"2005-09-29 02:26:57"
345,St-John's,St-John's,5,1,"2005-09-29 02:36:58"
346,North Kitchener,North Kitchener,9,1,"2005-09-29 02:50:18"
348,West Sussex,West Sussex,,5,"2005-09-29 10:16:31"
349,Ville Saint-Laurent,Ville Saint-Laurent,11,1,"2005-09-29 10:28:54"
350,Harmony,Harmony,40,2,"2005-09-29 10:29:19"
351,Midland,Midland,46,2,"2005-09-29 10:30:44"
352,Vaughan,Vaughan,9,1,"2005-09-29 15:47:36"
354,Litchfield,Litchfield,47,2,"2005-09-29 18:50:06"
355,Waukesha,Waukesha,73,2,"2005-09-30 00:48:59"
356,Strathelyde,Strathelyde,,6,"2005-09-30 01:01:47"
357,Nanaimo,Nanaimo,2,1,"2005-09-30 01:10:55"
358,Uniondale,Uniondale,57,2,"2005-09-30 06:48:31"
359,Shakespeare,Shakespeare,9,1,"2005-09-30 07:01:13"
361,Montréal / Terrebone,Montreal / Terrebone,11,1,"2005-09-30 07:29:23"
362,Denver,Denver,20,2,"2005-09-30 09:41:10"
363,Santa Ana,Santa Ana,19,2,"2005-09-30 09:44:44"
364,Woodbridge,Woodbridge,9,1,"2005-09-30 09:47:31"
365,St. Louis,St.Louis,50,2,"2005-09-30 10:34:22"
366,Port Hope,Port Hope,9,1,"2005-09-30 12:55:21"
367,Shakopee,Shakopee,47,2,"2005-09-30 13:12:49"
368,Brossard,Brossard,11,1,"2005-09-30 16:40:37"
369,St. Clements,St. Clements,9,1,"2005-09-30 18:57:20"
370,Yorkton,Yorkton,12,1,"2005-09-30 19:10:34"
371,Rosemount,Rosemount,28,2,"2005-09-30 19:26:01"
372,Bruno,Bruno,12,1,"2005-09-30 19:27:45"
373,Roselle,Roselle,55,2,"2005-09-30 22:21:25"
374,Danvers,Danvers,49,2,"2005-10-01 00:18:54"
375,Boisbriand,Boisbriand,11,1,"2005-10-01 10:07:50"
376,Beaconsfield,Beaconsfield,11,1,"2005-10-01 10:10:07"
377,Streetsboro,Streetsboro,60,2,"2005-10-01 10:22:21"
378,Deer Park,Deer Park,57,2,"2005-10-01 12:03:40"
379,Conyers,Conyers,25,2,"2005-10-01 12:22:17"
380,Allentown,Allentown,40,2,"2005-10-01 12:36:12"
381,Bramalea / Burlington,Bramalea / Burlington,9,1,"2005-10-01 12:44:38"
382,St. Leonard,St. Leonard,11,1,"2005-10-01 13:48:27"
383,Whitehall,Whitehall,40,2,"2005-10-01 13:54:46"
384,Hermitage,Hermitage,40,2,"2005-10-01 14:02:12"
385,Estacada,Estacada,62,2,"2005-10-01 15:00:18"
386,Conshohocken,Conshohocken,40,2,"2005-10-01 15:04:52"
387,Peabody,Peabody,49,2,"2005-10-01 15:22:08"
388,Yarmouth,Yarmouth,6,1,"2005-10-01 15:25:59"
389,LaSalle,LaSalle,11,1,"2005-10-01 15:33:52"
390,Bound Brook,Bound Brook,55,2,"2005-10-01 15:59:11"
391,Morristown,Morristown,40,2,"2005-10-01 16:11:47"
392,Napan,Napan,4,1,"2005-10-02 10:41:47"
393,Neenah,Neenah,73,2,"2005-10-03 20:16:50"
394,Red Deer County,Red Deer County,1,1,"2005-10-03 20:34:40"
395,Ste-Foy,Ste-Foy,11,1,"2005-10-03 20:45:14"
396,Daytona Beach,Daytona Beach,24,2,"2005-10-03 21:12:05"
397,Pulau Pinang,Pulau Pinang,,7,"2005-10-04 14:07:34"
398,St. Laurent (Montreal),St. Laurent (Montréal),11,1,"2005-10-04 14:10:07"
399,Mankato,Mankato,47,2,"2005-10-04 14:18:30"
400,St-Sulpice,St-Sulpice,11,1,"2005-10-04 14:23:51"
401,Coaticook,Coaticook,11,1,"2005-10-04 14:31:33"
402,Menlo,Menlo,25,2,"2005-10-04 14:34:56"
403,Charlesbourg,Charlesbourg,11,1,"2005-10-04 19:47:49"
404,St. Catharines,St. Catharines,9,1,"2005-10-04 19:51:48"
405,Chateauguay,Chateauguay,11,1,"2005-10-11 01:23:12"
406,Sussex,Sussex,4,1,"2005-10-11 11:55:08"
407,Auckland,Auckland,,8,"2005-10-12 00:21:40"
408,Westbrook,Westbrook,33,2,"2005-10-12 01:28:32"
409,Québec,Québec,11,1,"2005-10-12 12:50:04"
410,Stratfordville,Stratfordville,9,1,"2005-10-12 12:52:47"
411,Vernon Hills,Vernon Hills,28,2,"2005-10-12 13:21:18"
412,Crossville,Crossville,66,2,"2005-10-13 10:24:02"
413,St-Jerome,St-Jerome,11,1,"2005-10-13 10:28:01"
